date,open,high,low,close,mode,position,stage,event,basis,level_name,level_price,trigger_price,fill_price,H,L_now,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell,B1,B2,B3,B4,B5,B6,B7,cutoff_price,next_buy_level_name,next_buy_level_price,next_buy_trigger_price
2025-10-06,2.064,2.19,1.945,2.045,high,False,,,,,,,,2.19,,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,,B7,0.4599,1.945
2025-10-07,2.045,2.11,1.9,1.928,high,False,,,,,,,,2.19,,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,,B7,0.4599,1.9
2025-10-08,1.928,1.928,1.681,1.681,high,False,,,,,,,,2.19,,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,,B7,0.4599,1.681
2025-10-09,1.682,1.846,1.321,1.321,high,False,,,,,,,,2.19,,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,,B7,0.4599,1.321
2025-10-10,1.32,1.414,1.155,1.2,wait,True,1,BUY B1,LOW,B1,1.2264,1.155,1.2264,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,,B1,1.2264,1.155
2025-10-10,1.32,1.414,1.155,1.2,wait,False,,SELL S,HIGH,,,1.243935,1.243935,2.19,1.155,,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,,,
2025-10-10,1.32,1.414,1.155,1.2,wait,False,,,,,,,,2.19,1.155,22.424242,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.155
2025-10-11,1.2,1.536,1.16,1.485,wait,True,1,BUY B1,LOW,B1,1.2264,1.16,1.2264,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.16
2025-10-11,1.2,1.536,1.16,1.485,wait,False,,SELL S,HIGH,,,1.243935,1.243935,2.19,1.155,,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,,,
2025-10-11,1.2,1.536,1.16,1.485,wait,False,,,,,,,,2.19,1.155,32.987013,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.16
2025-10-12,1.484,1.595,1.352,1.451,wait,False,,,,,,,,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B7,0.4599,1.352
2025-10-13,1.451,1.529,1.301,1.502,wait,False,,,,,,,,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B7,0.4599,1.301
2025-10-14,1.503,1.538,1.262,1.282,wait,False,,,,,,,,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B7,0.4599,1.262
2025-10-15,1.282,1.364,1.183,1.257,wait,True,1,BUY B1,LOW,B1,1.2264,1.183,1.2264,2.19,1.155,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.183
2025-10-15,1.282,1.364,1.183,1.257,wait,False,,SELL S,HIGH,,,1.243935,1.243935,2.19,1.155,,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,,,
2025-10-15,1.282,1.364,1.183,1.257,wait,False,,,,,,,,2.19,1.155,18.095238,7.7,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.183
2025-10-16,1.257,1.289,1.02,1.158,wait,True,1,BUY B1,LOW,B1,1.2264,1.02,1.2264,2.19,1.02,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B1,1.2264,1.02
2025-10-16,1.257,1.289,1.02,1.158,wait,True,2,ADD B2,LOW,B2,1.1388,1.02,1.1388,2.19,1.02,,,7,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.243935,B2,1.1388,1.02
2025-10-16,1.257,1.289,1.02,1.158,wait,False,,SELL S,HIGH,,,1.19646,1.19646,2.19,1.02,,17.3,6,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.19646,,,
2025-10-16,1.257,1.289,1.02,1.158,wait,False,,,,,,,,2.19,1.02,26.372549,17.3,6,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.19646,B2,1.1388,1.02
2025-10-17,1.158,1.21,1.139,1.202,wait,False,,,,,,,,2.19,1.02,,,6,1.2264,1.1388,1.0074,0.8979,0.7665,0.6132,0.4599,1.19646,B7,0.4599,1.139
